ABB [GOLD] nf=26 down_streak=0 vol=0.8x sret=+1.8% rsi=52 distSMA200=-15% distHigh60=-1% atr=3.1% | close10d[5451,5488,5334,5398,5288,5440,5587,5636,5635,5735] vol5d[0.8x,1.6x,1.5x,0.9x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
HINDALCO [GOLD] nf=10 down_streak=0 vol=1.6x sret=+1.7% rsi=63 distSMA200=+1% distHigh60=-8% atr=2.5% | close10d[626,629,625,632,616,623,647,630,646,657] vol5d[0.8x,1.1x,1.3x,1.1x,1.6x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20>0.21 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_252>-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_120<=-6.42 & dist_sma_200>-7.87 & rs_market_60d>-3.84 & weekly_close_loc>0.49 | hit_10pc_20d:dist_sma_200<=14.17 & rs_market_60d>-4.03 & vol_5d_vs_20d>1.17 & weekly_close_loc>0.7
IRCTC [GOLD] nf=16 down_streak=0 vol=1.3x sret=+1.0% rsi=52 distSMA200=-3% distHigh60=-0% atr=2.5% | close10d[737,755,726,731,718,712,753,753,767,775] vol5d[1.1x,1.3x,0.9x,1.3x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14
LICHSGFIN [GOLD-baseline] nf=31 down_streak=0 vol=2.7x sret=+1.4% rsi=53 distSMA200=+2% distHigh60=-1% atr=3.0% | close10d[591,598,575,590,567,565,591,593,606,614] vol5d[0.5x,1.4x,1.1x,1.6x,2.7x] | patterns: hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07
LTTS [ENTERPRISE-Dryup] nf=38 down_streak=0 vol=1.1x sret=+2.0% rsi=51 distSMA200=-10% distHigh60=-16% atr=3.1% | close10d[4139,4158,4041,4031,4034,4058,4391,4310,4350,4435] vol5d[1.0x,1.6x,0.6x,0.4x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d<=-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_5_vs_20>0.92 & rs_sector_20d<=-2.8 & weekly_close_loc>0.73 & weekly_range_pct>6.25 | hit_15pc_20d:atr_20_pct>2.67 & roc_60>-15.42 & weekly_close_loc>0.71 & weekly_range_pct>7.25
MCX [GOLD] nf=68 down_streak=0 vol=0.7x sret=+0.0% rsi=50 distSMA200=+9% distHigh60=-3% atr=3.9% | close10d[1252,1248,1195,1207,1196,1130,1208,1183,1236,1236] vol5d[2.8x,1.7x,1.0x,1.5x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61
LUPIN [GOLD-baseline] nf=21 down_streak=0 vol=2.0x sret=+0.1% rsi=47 distSMA200=-1% distHigh60=-4% atr=3.4% | close10d[2046,2072,2036,2059,2002,2025,2027,2052,2059,2060] vol5d[0.5x,1.1x,1.2x,1.1x,2.0x] | patterns: hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44
MUTHOOTFIN [GOLD-baseline] nf=20 down_streak=1 vol=5.0x sret=-6.9% rsi=48 distSMA200=+3% distHigh60=-13% atr=3.8% | close10d[2151,2185,2229,2289,2203,2211,2237,2198,2241,2086] vol5d[0.3x,0.3x,1.0x,0.4x,5.0x] | patterns: hit_15pc_20d:n_sub_2_5_range_7d<=0.5 & rs_sector_60d<=-13.92 & weekly_close_vs_sma20<=3.06 & weekly_range_pct>9.06 | hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_25pc_30d:atr_20_pct>2.44 & dist_sma_50<=-2.94 & weekly_range_pct>10.03 | hit_15pc_20d:atr_20_pct>3.6 & rs_market_60d<=-12.0 & rs_market_60d>-27.05 & weekly_close_loc<=0.68
LTIM [ENTERPRISE-Dryup] nf=22 down_streak=1 vol=0.7x sret=-0.0% rsi=79 distSMA200=-10% distHigh60=-12% atr=3.0% | close10d[4514,4562,4478,4501,4541,4562,4877,4856,4970,4969] vol5d[0.5x,1.4x,1.1x,0.7x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20<=5.52 & weekly_range_pct>6.07
NMDC [GOLD] nf=30 down_streak=0 vol=1.2x sret=+0.0% rsi=55 distSMA200=+2% distHigh60=-1% atr=3.1% | close10d[62,63,62,63,61,62,65,64,67,67] vol5d[1.1x,1.3x,0.8x,1.8x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59
ONGC [GOLD] nf=12 down_streak=0 vol=1.4x sret=+0.7% rsi=48 distSMA200=-5% distHigh60=-3% atr=2.8% | close10d[230,227,225,226,221,223,231,229,233,235] vol5d[0.9x,0.9x,0.8x,0.7x,1.4x] | patterns: hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:dist_high_252<=-15.59 & n_sub_2_5_range_7d<=2.5 & weekly_close_loc>0.74 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20>0.21 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_252>-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
HINDPETRO [ENTERPRISE-Dryup] nf=25 down_streak=0 vol=1.0x sret=+1.5% rsi=56 distSMA200=+6% distHigh60=-3% atr=3.3% | close10d[370,395,383,383,374,373,375,375,382,388] vol5d[0.6x,0.8x,0.6x,0.7x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71
LAURUSLABS [ENTERPRISE-Dryup] nf=23 down_streak=1 vol=0.6x sret=-0.4% rsi=32 distSMA200=+13% distHigh60=-9% atr=3.2% | close10d[618,616,611,609,585,588,593,595,605,603] vol5d[0.5x,0.9x,0.7x,0.8x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68
PFC [GOLD] nf=12 down_streak=0 vol=1.3x sret=+0.4% rsi=39 distSMA200=-8% distHigh60=-8% atr=3.5% | close10d[388,394,379,388,374,370,397,395,389,390] vol5d[1.3x,1.0x,0.9x,1.7x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>3.13 & rs_sector_60d>-21.46 & weekly_close_loc<=0.7 & weekly_close_loc>0.35 | hit_15pc_20d:atr_20_pct>3.48 & weekly_close_loc>0.22 & weekly_close_vs_sma20<=11.17 & weekly_range_pct<=13.69 | hit_15pc_20d:n_sub_3_range_7d<=3.5 & rs_sector_60d<=12.78 & slope_sma_50<=1.67 & weekly_range_pct>4.51 | hit_25pc_30d:atr_20_pct>3.28 & n_sub_75v_20d<=11.5 & rs_market_60d<=39.75 & weekly_close_loc>0.32 | hit_15pc_20d:atr_20_pct>3.09 & dist_high_120<=-7.09 & rs_market_60d<=6.82 & rs_sector_20d<=-0.84
POLYCAB [ENTERPRISE-Dryup] nf=12 down_streak=0 vol=0.5x sret=+1.0% rsi=73 distSMA200=-5% distHigh60=-1% atr=2.9% | close10d[5430,5763,5873,5854,5733,5734,5959,5974,5948,6008] vol5d[0.7x,0.6x,0.5x,0.6x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d>12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20>4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:atr_20_pct>2.86 & rs_sector_60d<=31.83 & weekly_close_loc>0.7 & weekly_close_vs_sma20>3.06 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20>0.21 & weekly_close_loc>0.8
M&M [GOLD-baseline] nf=15 down_streak=0 vol=1.2x sret=+1.4% rsi=66 distSMA200=+9% distHigh60=-1% atr=3.0% | close10d[2894,2997,3044,3095,3009,2958,3080,3029,3077,3119] vol5d[0.7x,0.7x,0.9x,0.8x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252>-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:rs_market_60d<=81.89 & weekly_close_loc>0.37 & weekly_close_vs_sma20>9.42 & weekly_range_pct>4.76
PERSISTENT [GOLD-baseline] nf=18 down_streak=3 vol=1.3x sret=-1.8% rsi=67 distSMA200=+2% distHigh60=-5% atr=3.8% | close10d[5373,5498,5391,5470,5435,5409,5840,5725,5722,5618] vol5d[0.4x,1.2x,0.8x,0.7x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7 | hit_10pc_20d:dist_high_10>-8.11 & n_sub_75v_7d>2.5 & weekly_close_loc>0.22 & weekly_range_pct>5.84 | hit_25pc_30d:atr_20_pct>3.62 & weekly_close_loc>0.22 & weekly_range_pct>5.03 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56
RECLTD [GOLD] nf=36 down_streak=0 vol=1.4x sret=+1.2% rsi=35 distSMA200=-19% distHigh60=-12% atr=4.0% | close10d[397,402,384,390,372,365,391,381,370,374] vol5d[2.0x,1.5x,1.7x,4.3x,1.4x] | patterns: hit_10pc_20d:atr_20_pct>3.63 & dist_high_120<=-27.42 & dist_sma_50<=-1.72 & vol_5d_vs_20d>0.82 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>2.29 & dist_high_252<=-37.13 & rs_sector_60d<=-4.87 | hit_15pc_20d:atr_20_pct>2.54 & dist_high_120<=-26.98 & weekly_close_vs_sma20<=-1.73 | hit_15pc_20d:atr_20_pct>3.65 & dist_high_20<=-9.05 & dist_high_252<=-24.42 & dist_high_252>-45.84
SAIL [GOLD] nf=66 down_streak=0 vol=0.9x sret=+0.0% rsi=56 distSMA200=+3% distHigh60=-1% atr=3.4% | close10d[112,113,110,112,108,108,117,115,121,121] vol5d[0.8x,1.5x,0.8x,2.2x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct<=4.4 & weekly_close_loc>0.81 & weekly_close_vs_sma20>2.23 & weekly_range_pct>8.5
SBILIFE [ENTERPRISE-Dryup] nf=12 down_streak=0 vol=0.8x sret=+1.7% rsi=72 distSMA200=+12% distHigh60=-1% atr=2.6% | close10d[1760,1767,1724,1742,1729,1697,1749,1738,1753,1782] vol5d[0.6x,0.4x,0.3x,0.4x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50>1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43 | hit_10pc_20d:roc_60>12.78 & weekly_close_loc>0.65 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20>0.21 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_252>-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
SRF [GOLD] nf=10 down_streak=3 vol=0.9x sret=-0.2% rsi=38 distSMA200=+12% distHigh60=-7% atr=3.3% | close10d[2963,2971,2919,3046,2944,2995,3005,2919,2874,2868] vol5d[1.0x,1.8x,2.4x,1.4x,0.9x] | patterns: hit_15pc_20d:atr_20_pct>2.47 & rs_sector_60d<=-2.23 & weekly_close_vs_sma20>-0.6 & weekly_range_pct>7.74 | hit_15pc_20d:atr_20_pct>2.14 & rs_sector_60d<=10.06 & weekly_close_loc>0.09 & weekly_range_pct>8.01 | hit_15pc_20d:atr_20_pct<=4.4 & dist_sma_20<=8.5 & weekly_close_vs_sma20>0.26 & weekly_range_pct>8.5 | hit_25pc_30d:dist_sma_200>10.75 & rs_market_60d<=-2.31 & weekly_range_pct>8.37 | hit_15pc_20d:n_sub_3_range_7d<=3.5 & rs_sector_60d<=12.78 & slope_sma_50<=1.67 & weekly_range_pct>4.51
SUNPHARMA [GOLD-baseline] nf=22 down_streak=0 vol=1.4x sret=+1.9% rsi=41 distSMA200=-2% distHigh60=-6% atr=2.6% | close10d[1807,1819,1801,1764,1750,1728,1670,1683,1692,1723] vol5d[0.5x,3.6x,2.6x,0.6x,1.4x] | patterns: hit_10pc_20d:roc_5<=2.59 & weekly_close_loc>0.48 & weekly_range_pct<=16.49 & weekly_range_pct>6.77 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct<=2.98 & dist_high_10<=-1.16 & weekly_close_loc>0.8 & weekly_range_pct>6.74 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7
SIEMENS [GOLD] nf=27 down_streak=0 vol=0.8x sret=+0.1% rsi=59 distSMA200=-18% distHigh60=-7% atr=2.9% | close10d[2912,2952,2941,2967,2839,2857,2896,2917,3007,3010] vol5d[0.8x,0.9x,1.3x,2.8x,0.8x] | patterns: hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7
TATASTEEL [GOLD-baseline] nf=37 down_streak=0 vol=1.5x sret=+1.3% rsi=72 distSMA200=+8% distHigh60=-2% atr=2.6% | close10d[138,139,141,143,140,140,148,146,152,154] vol5d[0.5x,1.2x,1.4x,1.6x,1.5x] | patterns: hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50<=1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43
TATAPOWER [GOLD-baseline] nf=25 down_streak=0 vol=2.4x sret=+0.3% rsi=51 distSMA200=-1% distHigh60=-1% atr=3.1% | close10d[382,389,375,377,370,371,391,389,397,398] vol5d[1.3x,1.3x,0.8x,1.2x,2.4x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59
TECHM [GOLD-baseline] nf=20 down_streak=0 vol=1.1x sret=+1.6% rsi=91 distSMA200=+2% distHigh60=-5% atr=2.6% | close10d[1452,1453,1454,1453,1461,1452,1529,1528,1558,1583] vol5d[0.4x,0.7x,1.4x,0.9x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14
TORNTPOWER [GOLD-baseline] nf=23 down_streak=1 vol=2.6x sret=-1.2% rsi=34 distSMA200=-9% distHigh60=-13% atr=3.9% | close10d[1469,1458,1442,1481,1400,1353,1445,1407,1430,1413] vol5d[1.8x,1.6x,1.6x,1.6x,2.6x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_15pc_20d:atr_20_pct>3.65 & dist_high_20<=-9.05 & dist_high_252<=-24.42 & dist_high_252>-45.84 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7 | hit_10pc_20d:n_sub_2_5_range_7d<=0.5 & roc_5>-6.67 & weekly_close_vs_sma20<=3.06 & weekly_range_pct<=9.66 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56
UPL [GOLD] nf=13 down_streak=0 vol=0.8x sret=+1.2% rsi=39 distSMA200=+10% distHigh60=-8% atr=3.3% | close10d[674,680,673,682,651,669,671,637,631,639] vol5d[1.4x,3.4x,3.0x,1.5x,0.8x] | patterns: hit_10pc_20d:dist_sma_200<=15.86 & weekly_close_vs_sma20>1.2 & weekly_range_pct>8.79 | hit_15pc_20d:atr_20_pct>2.47 & rs_sector_60d<=-2.23 & weekly_close_vs_sma20>-0.6 & weekly_range_pct>7.74 | hit_15pc_20d:dist_sma_200<=17.82 & weekly_close_vs_sma20>2.9 & weekly_range_pct>8.02 | hit_15pc_20d:atr_20_pct>2.14 & rs_sector_60d<=10.06 & weekly_close_loc>0.09 & weekly_range_pct>8.01 | hit_25pc_30d:dist_sma_200<=33.99 & rs_market_20d<=-5.83 & weekly_close_vs_sma20<=30.1 & weekly_range_pct>9.62
PNB [ENTERPRISE-Dryup] nf=10 down_streak=0 vol=0.5x sret=+0.5% rsi=41 distSMA200=-4% distHigh60=-6% atr=3.1% | close10d[97,97,92,92,89,89,93,95,95,96] vol5d[1.2x,1.1x,0.9x,0.6x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20<=0.21 & weekly_close_loc>0.8 | hit_10pc_20d:weekly_close_loc>0.96 & weekly_range_pct<=11.78
INDUSINDBK [ENTERPRISE-Dryup] nf=74 down_streak=1 vol=0.6x sret=-0.1% rsi=36 distSMA200=-27% distHigh60=-27% atr=4.1% | close10d[856,847,832,834,827,818,788,770,781,780] vol5d[0.4x,1.1x,0.8x,0.7x,0.6x] | patterns: hit_10pc_20d:dist_high_252<=-41.99 & dist_high_60<=-24.97 & weekly_close_loc>0.15 & weekly_close_vs_sma20<=2.23 | hit_15pc_20d:n_sub_2_5_range_7d<=0.5 & rs_sector_60d<=-13.92 & weekly_close_vs_sma20<=3.06 & weekly_range_pct>9.06 | hit_10pc_20d:dist_high_10<=-8.11 & n_sub_75v_7d>2.5 & weekly_close_loc>0.22 & weekly_range_pct>5.84 | hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44
