ABB [GOLD] nf=64 down_streak=1 vol=0.9x sret=-0.3% rsi=62 distSMA200=-25% distHigh60=-22% atr=3.5% | close10d[5370,5327,5160,5129,5140,5119,5188,5411,5476,5461] vol5d[0.5x,0.4x,0.7x,0.8x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.98 & n_sub_3_range_7d<=3.5 & weekly_close_loc>0.73 & weekly_close_vs_sma20<=-3.68
HDFCAMC [ENTERPRISE-Dryup] nf=30 down_streak=1 vol=1.1x sret=-0.2% rsi=68 distSMA200=-4% distHigh60=-8% atr=2.9% | close10d[1886,1882,1841,1855,1849,1828,1839,1839,1951,1947] vol5d[1.0x,0.6x,0.0x,1.1x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>2.67 & roc_60>-15.42 & weekly_close_loc>0.71 & weekly_range_pct>7.25
IDEA [GOLD] nf=88 down_streak=1 vol=1.3x sret=-2.4% rsi=39 distSMA200=-35% distHigh60=-31% atr=4.7% | close10d[8,8,7,7,7,7,7,7,7,7] vol5d[1.1x,0.9x,0.0x,2.0x,1.3x] | patterns: hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9 | hit_10pc_20d:atr_20_pct>2.33 & rs_market_60d<=28.94 & weekly_close_loc>0.31 & weekly_range_pct>10.12 | hit_10pc_20d:n_sub_75v_7d<=2.5 & weekly_close_loc>0.22 & weekly_range_pct>9.96 | hit_10pc_20d:dist_high_252<=-41.99 & dist_high_60<=-24.97 & weekly_close_loc>0.15 & weekly_close_vs_sma20<=2.23 | hit_10pc_20d:atr_20_pct>3.63 & dist_high_120<=-27.42 & dist_sma_50<=-1.72 & vol_5d_vs_20d>0.82
IEX [ENTERPRISE-Dryup] nf=62 down_streak=1 vol=0.6x sret=-0.2% rsi=63 distSMA200=-7% distHigh60=-9% atr=3.5% | close10d[160,161,156,155,153,151,160,160,165,164] vol5d[0.4x,2.9x,0.0x,0.8x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
INFY [ENTERPRISE-Dryup] nf=14 down_streak=0 vol=1.0x sret=+1.8% rsi=29 distSMA200=-11% distHigh60=-19% atr=2.7% | close10d[1667,1638,1653,1614,1545,1534,1544,1544,1541,1569] vol5d[1.1x,1.0x,0.0x,1.0x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20<=0.21 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_60<=-17.39 & dist_sma_20<=-2.87 & dist_sma_200<=-1.47 & rs_market_60d>-13.49
HEROMOTOCO [ENTERPRISE-Dryup] nf=15 down_streak=0 vol=1.3x sret=+1.7% rsi=40 distSMA200=-25% distHigh60=-18% atr=2.5% | close10d[3526,3529,3462,3528,3488,3410,3375,3375,3418,3476] vol5d[0.6x,1.1x,0.0x,1.2x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & dist_sma_200<=-21.3 & weekly_close_vs_sma20<=0.12 | hit_15pc_20d:dist_sma_200<=-16.39 & roc_60<=-12.56 | hit_10pc_20d:dist_sma_200<=-21.1 & dist_sma_200>-25.2 | hit_25pc_30d:dist_high_120<=-32.65 & dist_high_252>-59.85 & weekly_close_vs_sma20<=12.57
IRFC [ENTERPRISE-Dryup] nf=88 down_streak=0 vol=1.3x sret=+0.3% rsi=61 distSMA200=-18% distHigh60=-19% atr=3.6% | close10d[118,120,117,116,116,115,116,116,125,125] vol5d[0.5x,0.6x,0.0x,1.3x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
IOC [ENTERPRISE-Dryup] nf=13 down_streak=0 vol=1.1x sret=+1.1% rsi=71 distSMA200=-14% distHigh60=-8% atr=2.6% | close10d[118,117,114,117,118,118,116,116,120,121] vol5d[0.8x,1.0x,0.0x,0.9x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20<=5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20>4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:dist_high_120<=-25.59 & roc_5>-0.71 & vol_5d_vs_20d>0.68
CONCOR [ENTERPRISE-Dryup] nf=72 down_streak=1 vol=0.9x sret=-1.2% rsi=54 distSMA200=-34% distHigh60=-31% atr=3.2% | close10d[522,516,505,507,508,503,506,506,538,532] vol5d[0.5x,0.8x,0.0x,1.1x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47
AUROPHARMA [ENTERPRISE-Dryup] nf=27 down_streak=0 vol=0.4x sret=+0.9% rsi=70 distSMA200=-11% distHigh60=-13% atr=2.9% | close10d[1110,1093,1089,1087,1104,1091,1108,1108,1159,1170] vol5d[0.5x,0.8x,0.0x,0.8x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.67 & roc_60>-15.42 & weekly_close_loc>0.71 & weekly_range_pct>7.25 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=3.35 & rs_sector_20d<=-0.11 & weekly_close_loc>0.5 & weekly_range_pct>6.83
HINDALCO [ENTERPRISE-Dryup] nf=15 down_streak=0 vol=0.7x sret=+1.1% rsi=82 distSMA200=+7% distHigh60=-1% atr=2.6% | close10d[677,686,684,690,685,672,676,676,693,701] vol5d[0.7x,0.6x,0.0x,0.8x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20>4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50>1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20>0.21 & weekly_close_loc>0.8
IRCTC [ENTERPRISE-Dryup] nf=11 down_streak=1 vol=1.1x sret=-0.4% rsi=58 distSMA200=-16% distHigh60=-14% atr=2.6% | close10d[693,691,680,681,688,679,681,681,708,705] vol5d[0.8x,0.7x,0.0x,1.1x,1.1x] | patterns: hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_15pc_20d:atr_20_pct>2.45 & dist_high_20<=-2.03 & weekly_close_loc>0.17 & weekly_range_pct>5.02 | hit_10pc_20d:dist_high_60<=-3.65 & n_sub_75v_20d<=9.5 & slope_sma_50<=-0.66 & weekly_range_pct>3.68 | hit_10pc_20d:dist_high_120<=-19.65 & slope_sma_50>-1.43 & weekly_close_loc>0.55 & weekly_range_pct<=9.62 | hit_10pc_20d:atr_20_pct<=3.19 & rs_sector_20d<=1.14 & weekly_close_loc>0.69 & weekly_range_pct>4.29
LICHSGFIN [ENTERPRISE-Dryup] nf=29 down_streak=0 vol=1.0x sret=+1.1% rsi=68 distSMA200=-13% distHigh60=-10% atr=3.0% | close10d[521,523,519,524,515,507,512,512,540,546] vol5d[0.8x,1.2x,0.0x,0.9x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.67 & roc_60>-15.42 & weekly_close_loc>0.71 & weekly_range_pct>7.25 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_15pc_20d:dist_high_252<=-15.59 & n_sub_2_5_range_7d<=2.5 & weekly_close_loc>0.74
MANAPPURAM [GOLD-baseline] nf=52 down_streak=0 vol=2.3x sret=+1.7% rsi=60 distSMA200=+15% distHigh60=-1% atr=3.5% | close10d[202,207,204,200,205,207,208,208,212,216] vol5d[0.4x,1.0x,0.0x,0.7x,2.3x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07
LTTS [ENTERPRISE-Dryup] nf=47 down_streak=0 vol=0.7x sret=+0.2% rsi=50 distSMA200=-9% distHigh60=-18% atr=3.6% | close10d[4795,4759,4593,4582,4333,4321,4393,4393,4587,4594] vol5d[1.0x,0.6x,0.0x,0.7x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15
MPHASIS [ENTERPRISE-Dryup] nf=61 down_streak=0 vol=1.4x sret=+0.9% rsi=43 distSMA200=-18% distHigh60=-25% atr=3.6% | close10d[2297,2257,2221,2233,2181,2162,2157,2157,2241,2261] vol5d[1.9x,1.0x,0.0x,1.2x,1.4x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59
LUPIN [ENTERPRISE-Dryup] nf=19 down_streak=0 vol=0.7x sret=+1.2% rsi=80 distSMA200=+2% distHigh60=-13% atr=2.6% | close10d[2006,2017,1998,1964,1955,1956,1980,1980,2048,2073] vol5d[0.4x,0.6x,0.0x,0.5x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20<=5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20>4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:roc_60>-5.88 & rs_sector_20d>-2.8 & weekly_close_loc>0.73 & weekly_range_pct>6.25
MUTHOOTFIN [GOLD-baseline] nf=27 down_streak=1 vol=1.5x sret=-1.7% rsi=67 distSMA200=+19% distHigh60=-2% atr=2.6% | close10d[2133,2135,2140,2140,2164,2152,2244,2244,2367,2326] vol5d[0.5x,2.4x,0.0x,1.9x,1.5x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50<=1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120>-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14
LTIM [GOLD-baseline] nf=59 down_streak=0 vol=1.8x sret=+1.3% rsi=31 distSMA200=-23% distHigh60=-28% atr=3.6% | close10d[4761,4661,4611,4595,4428,4410,4304,4304,4309,4364] vol5d[1.2x,2.5x,0.0x,1.3x,1.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_252<=-33.68 & dist_sma_200<=2.78 & slope_sma_50<=-1.97 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>2.44 & dist_sma_200<=-21.3 & weekly_close_vs_sma20<=0.12 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41
NMDC [GOLD] nf=45 down_streak=0 vol=1.8x sret=+0.0% rsi=60 distSMA200=-7% distHigh60=-5% atr=3.4% | close10d[62,62,61,60,60,59,60,60,64,64] vol5d[0.7x,1.0x,0.0x,1.9x,1.8x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
NAUKRI [ENTERPRISE-Dryup] nf=62 down_streak=0 vol=0.8x sret=+1.5% rsi=37 distSMA200=-9% distHigh60=-25% atr=3.8% | close10d[1372,1358,1309,1331,1293,1268,1288,1288,1341,1361] vol5d[0.9x,0.6x,0.0x,1.2x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0
ONGC [GOLD] nf=14 down_streak=0 vol=1.9x sret=+1.3% rsi=56 distSMA200=-11% distHigh60=-12% atr=2.6% | close10d[221,221,212,215,213,214,218,218,221,223] vol5d[1.7x,0.9x,0.0x,0.9x,1.9x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20<=0.21 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_252>-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_60<=-3.65 & n_sub_75v_20d<=9.5 & slope_sma_50<=-0.66 & weekly_range_pct>3.68
JUBLFOOD [ENTERPRISE-Dryup] nf=75 down_streak=1 vol=1.4x sret=-1.5% rsi=38 distSMA200=-1% distHigh60=-21% atr=4.0% | close10d[608,602,600,612,602,595,618,618,636,627] vol5d[0.4x,0.8x,0.0x,1.3x,1.4x] | patterns: hit_10pc_20d:atr_20_pct>3.43 & roc_5<=5.1 & weekly_close_loc>0.67 & weekly_range_pct>11.61 | hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>3.12 & roc_5<=5.48 & weekly_close_loc>0.53 & weekly_range_pct>10.47 | hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_15pc_20d:atr_20_pct>3.43 & roc_5<=7.12 & weekly_close_loc>0.61 & weekly_range_pct>11.72
LAURUSLABS [ENTERPRISE-Dryup] nf=34 down_streak=1 vol=0.6x sret=-0.3% rsi=69 distSMA200=+19% distHigh60=-6% atr=3.4% | close10d[579,570,558,573,583,573,580,580,605,603] vol5d[0.3x,0.3x,0.0x,1.0x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07
PFC [ENTERPRISE-Dryup] nf=21 down_streak=1 vol=0.7x sret=-0.4% rsi=66 distSMA200=-12% distHigh60=-14% atr=3.2% | close10d[386,381,375,380,376,369,370,370,387,386] vol5d[0.8x,0.8x,0.0x,0.8x,0.7x] | patterns: hit_10pc_20d:roc_5<=2.59 & weekly_close_loc>0.48 & weekly_range_pct<=16.49 & weekly_range_pct>6.77 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.02 & dist_high_120<=-18.07 & weekly_close_loc>0.43 & weekly_range_pct<=8.64
POLYCAB [GOLD-baseline] nf=75 down_streak=1 vol=3.0x sret=-6.5% rsi=64 distSMA200=-23% distHigh60=-32% atr=4.9% | close10d[5048,5035,4913,4881,4981,4975,4992,4992,5408,5055] vol5d[0.4x,0.4x,0.0x,0.5x,3.0x] | patterns: hit_10pc_20d:atr_20_pct>2.33 & rs_market_60d<=28.94 & weekly_close_loc>0.31 & weekly_range_pct>10.12 | hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_15pc_20d:dist_high_252<=-32.38 & dist_high_60<=-19.39 & n_sub_3_range_7d<=3.5 & rs_sector_60d<=1.7 | hit_10pc_20d:atr_20_pct>2.44 & dist_sma_200<=-21.3 & weekly_close_vs_sma20<=0.12 | hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57
M&M [ENTERPRISE-Dryup] nf=35 down_streak=0 vol=0.7x sret=+1.4% rsi=58 distSMA200=-2% distHigh60=-14% atr=3.3% | close10d[2721,2706,2681,2625,2632,2622,2684,2684,2767,2806] vol5d[0.6x,0.7x,0.0x,0.7x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.67 & roc_60>-15.42 & weekly_close_loc>0.71 & weekly_range_pct>7.25 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68
PAGEIND [ENTERPRISE-Dryup] nf=10 down_streak=0 vol=0.6x sret=+1.7% rsi=51 distSMA200=-2% distHigh60=-15% atr=2.3% | close10d[40013,39492,39306,39191,39548,39524,39783,39783,40661,41335] vol5d[0.3x,0.6x,0.0x,1.2x,0.6x] | patterns: hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20<=0.21 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_252>-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_10pc_20d:dist_high_60<=-3.65 & n_sub_75v_20d<=9.5 & slope_sma_50<=-0.66 & weekly_range_pct>3.68 | hit_10pc_20d:dist_sma_20>-2.87 & dist_sma_200<=-1.47 & rs_market_60d>-13.49 & weekly_close_loc>0.81
PERSISTENT [ENTERPRISE-Dryup] nf=35 down_streak=1 vol=1.2x sret=-1.6% rsi=38 distSMA200=-3% distHigh60=-23% atr=4.0% | close10d[5270,5246,5135,5207,5153,5094,5135,5135,5248,5162] vol5d[0.8x,1.5x,0.0x,1.2x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.02 & dist_high_120<=-18.07 & weekly_close_loc>0.43 & weekly_range_pct<=8.64
RECLTD [ENTERPRISE-Dryup] nf=38 down_streak=1 vol=0.7x sret=-0.1% rsi=70 distSMA200=-16% distHigh60=-20% atr=3.6% | close10d[389,382,371,379,378,383,389,389,404,404] vol5d[0.9x,0.7x,0.0x,1.0x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68
